Employee_ID,Agency,Job_Grade,Employment_Type,Hire_Date,Gender,Age_Group
EMP00411,Sales,Mid,Part-time,2022-07-08,Non-binary,36-45
EMP00412,Sales,Junior,Full-time,2022-05-28,Male,26-35
EMP00413,Legal,Manager,Full-time,2022-09-21,Non-binary,26-35
EMP00414,Customer Service,Junior,Full-time,2022-04-07,Female,26-35
EMP00415,Legal,Junior,Full-time,2022-11-28,Male,36-45
EMP00416,Marketing,Junior,Part-time,2021-03-26,Non-binary,26-35
EMP00417,Sales,Mid,Full-time,2022-02-03,Female,26-35
EMP00418,Operations,Junior,Full-time,2021-10-04,Female,36-45
EMP00419,Legal,Junior,Full-time,2022-06-09,Non-binary,18-25
EMP00420,Sales,Lead,Full-time,2022-09-05,Female,26-35
EMP00421,IT,Senior,Full-time,2021-03-28,Female,26-35
EMP00422,Marketing,Junior,Full-time,2021-10-03,Male,26-35
EMP00423,Marketing,Mid,Full-time,2022-03-08,Female,56+
EMP00424,Customer Service,Senior,Full-time,2022-10-03,Male,18-25
EMP00425,Legal,Mid,Full-time,2021-01-07,Female,26-35
EMP00426,HR,Mid,Full-time,2022-03-17,Non-binary,26-35
EMP00427,HR,Manager,Temporary,2021-11-18,Female,36-45
EMP00428,Customer Service,Manager,Part-time,2022-10-11,Female,26-35
EMP00429,Sales,Junior,Full-time,2022-02-07,Non-binary,56+
EMP00430,Finance,Manager,Full-time,2021-07-04,Non-binary,26-35
EMP00431,Operations,Lead,Part-time,2021-10-26,Female,36-45
EMP00432,Marketing,Junior,Full-time,2021-05-23,Non-binary,26-35
EMP00433,Operations,Mid,Full-time,2022-01-22,Non-binary,26-35
EMP00434,Legal,Mid,Part-time,2022-06-03,Female,36-45
EMP00435,Operations,Junior,Full-time,2022-07-04,Non-binary,26-35
EMP00436,Finance,Senior,Full-time,2022-10-25,Non-binary,26-35
EMP00437,Legal,Junior,Full-time,2021-12-06,Male,36-45
EMP00438,IT,Mid,Full-time,2022-06-16,Non-binary,36-45
EMP00439,HR,Mid,Full-time,2022-05-28,Male,26-35
EMP00440,Operations,Lead,Part-time,2021-03-29,Female,26-35
EMP00441,IT,Mid,Full-time,2022-04-12,Male,26-35
EMP00442,Customer Service,Mid,Full-time,2022-12-15,Non-binary,18-25
EMP00443,Operations,Senior,Full-time,2021-12-18,Non-binary,26-35
EMP00444,HR,Mid,Full-time,2021-06-28,Female,26-35
EMP00445,HR,Junior,Full-time,2022-02-19,Female,18-25
EMP00446,IT,Mid,Full-time,2022-09-21,Male,36-45
EMP00447,Marketing,Lead,Part-time,2021-07-30,Male,36-45
EMP00448,HR,Mid,Full-time,2022-07-04,Male,26-35
EMP00449,Sales,Senior,Full-time,2022-05-17,Non-binary,18-25
EMP00450,Customer Service,Senior,Part-time,2021-12-27,Non-binary,46-55
EMP00451,Operations,Senior,Full-time,2022-09-22,Male,26-35
EMP00452,Sales,Senior,Full-time,2021-07-07,Female,36-45
EMP00453,Legal,Mid,Full-time,2022-08-12,Non-binary,36-45
EMP00454,HR,Senior,Full-time,2022-10-23,Male,26-35
EMP00455,Finance,Lead,Temporary,2022-04-07,Female,18-25
EMP00456,Customer Service,Mid,Full-time,2022-01-29,Non-binary,46-55
EMP00457,HR,Junior,Full-time,2022-05-16,Male,26-35
EMP00458,IT,Mid,Full-time,2021-10-09,Female,36-45
EMP00459,Operations,Senior,Full-time,2022-05-23,Non-binary,46-55
EMP00460,Finance,Lead,Full-time,2022-01-11,Male,56+
EMP00461,IT,Junior,Temporary,2021-04-15,Female,26-35
EMP00462,Customer Service,Lead,Full-time,2021-03-31,Male,26-35
EMP00463,Sales,Lead,Full-time,2022-08-26,Female,26-35
EMP00464,IT,Lead,Part-time,2021-05-23,Non-binary,26-35
EMP00465,HR,Mid,Part-time,2021-10-15,Female,36-45
EMP00466,Operations,Junior,Part-time,2022-06-11,Female,56+
EMP00467,HR,Senior,Full-time,2021-10-11,Male,36-45
EMP00468,Legal,Mid,Full-time,2021-09-11,Female,36-45
EMP00469,Customer Service,Junior,Part-time,2022-01-20,Male,26-35
EMP00470,Sales,Mid,Full-time,2021-10-12,Non-binary,18-25
EMP00471,Customer Service,Senior,Full-time,2021-04-06,Male,46-55
EMP00472,IT,Manager,Part-time,2022-02-12,Female,26-35
EMP00473,Sales,Mid,Full-time,2021-10-18,Female,46-55
EMP00474,Finance,Junior,Full-time,2022-11-30,Female,18-25
EMP00475,Customer Service,Mid,Temporary,2021-06-11,Female,26-35
EMP00476,HR,Manager,Full-time,2022-12-07,Female,18-25
EMP00477,Marketing,Junior,Full-time,2022-01-05,Non-binary,26-35
EMP00478,Marketing,Senior,Part-time,2022-02-10,Female,36-45
EMP00479,Operations,Junior,Full-time,2022-12-22,Male,36-45
EMP00480,Customer Service,Junior,Full-time,2022-06-16,Male,56+
EMP00481,HR,Mid,Full-time,2022-03-09,Male,36-45
EMP00482,Operations,Mid,Contract,2021-04-15,Male,26-35
EMP00483,HR,Junior,Full-time,2021-05-17,Non-binary,36-45
EMP00484,Sales,Senior,Full-time,2022-03-27,Male,56+
EMP00485,Customer Service,Lead,Full-time,2022-09-23,Male,18-25
EMP00486,Legal,Mid,Full-time,2021-05-07,Male,26-35
EMP00487,Operations,Junior,Full-time,2022-10-23,Non-binary,36-45
EMP00488,Finance,Lead,Full-time,2022-12-09,Female,26-35
EMP00489,IT,Senior,Full-time,2022-09-14,Male,46-55
EMP00490,Customer Service,Mid,Full-time,2021-09-03,Non-binary,36-45
EMP00491,Finance,Director,Contract,2022-06-25,Male,26-35
EMP00492,Legal,Mid,Full-time,2022-08-06,Female,56+
EMP00493,Finance,Senior,Full-time,2021-03-16,Male,18-25
EMP00494,Legal,Mid,Full-time,2021-03-03,Non-binary,46-55
EMP00495,Legal,Junior,Full-time,2022-03-10,Non-binary,26-35
EMP00496,Marketing,Junior,Contract,2021-03-27,Male,36-45
EMP00497,Operations,Mid,Full-time,2022-02-05,Male,18-25
EMP00498,Legal,Junior,Full-time,2021-03-30,Male,26-35
EMP00499,HR,Junior,Part-time,2022-11-05,Non-binary,18-25
EMP00500,Sales,Mid,Part-time,2022-05-24,Non-binary,26-35
EMP00501,HR,Senior,Contract,2022-01-16,Non-binary,46-55
EMP00502,Sales,Lead,Full-time,2021-01-31,Male,26-35
EMP00503,Operations,Mid,Full-time,2022-08-14,Male,26-35
EMP00504,HR,Mid,Full-time,2022-08-04,Male,46-55
EMP00505,Operations,Junior,Full-time,2022-11-22,Male,46-55
EMP00506,IT,Junior,Full-time,2021-01-13,Male,26-35
EMP00507,Legal,Junior,Full-time,2021-02-06,Non-binary,26-35
EMP00508,Sales,Junior,Full-time,2021-03-21,Male,26-35
EMP00509,Finance,Manager,Full-time,2022-06-13,Female,46-55
EMP00510,Sales,Junior,Full-time,2021-11-15,Female,26-35
EMP00511,Marketing,Senior,Full-time,2022-08-01,Female,36-45
EMP00512,IT,Senior,Full-time,2022-05-21,Male,26-35
EMP00513,Finance,Junior,Full-time,2022-02-24,Non-binary,46-55
EMP00514,Finance,Lead,Full-time,2021-12-10,Non-binary,36-45
EMP00515,IT,Mid,Full-time,2021-04-17,Female,56+
EMP00516,Marketing,Junior,Contract,2021-05-26,Non-binary,26-35
EMP00517,Customer Service,Director,Full-time,2022-01-17,Male,36-45
EMP00518,Legal,Junior,Full-time,2022-10-15,Female,36-45
EMP00519,IT,Junior,Contract,2021-05-14,Female,36-45
EMP00520,Sales,Mid,Full-time,2021-12-01,Male,18-25
EMP00521,Operations,Junior,Full-time,2022-08-22,Female,26-35
EMP00522,Sales,Manager,Full-time,2021-05-04,Female,26-35
EMP00523,Operations,Junior,Full-time,2021-05-03,Non-binary,36-45
EMP00524,IT,Lead,Full-time,2021-02-11,Male,36-45
EMP00525,Legal,Mid,Full-time,2021-12-31,Female,46-55
EMP00526,Finance,Manager,Contract,2021-06-28,Non-binary,36-45
EMP00527,Operations,Mid,Part-time,2021-09-13,Male,18-25
EMP00528,IT,Junior,Part-time,2021-03-05,Female,36-45
EMP00529,Operations,Senior,Full-time,2022-10-23,Male,18-25
EMP00530,IT,Manager,Full-time,2021-03-08,Male,18-25
EMP00531,Operations,Junior,Full-time,2021-12-06,Male,56+
EMP00532,Legal,Mid,Full-time,2022-03-20,Female,26-35
EMP00533,HR,Junior,Full-time,2021-08-08,Male,18-25
EMP00534,IT,Senior,Full-time,2022-09-27,Non-binary,26-35
EMP00535,Marketing,Mid,Full-time,2021-03-31,Non-binary,46-55
EMP00536,IT,Senior,Part-time,2022-06-23,Male,56+
EMP00537,Sales,Mid,Part-time,2023-01-01,Female,56+
EMP00538,Sales,Mid,Full-time,2022-05-30,Female,36-45
EMP00539,Marketing,Junior,Temporary,2021-01-31,Non-binary,26-35
EMP00540,IT,Director,Full-time,2022-08-22,Non-binary,26-35
EMP00541,Finance,Lead,Contract,2022-07-01,Non-binary,46-55
EMP00542,Sales,Manager,Temporary,2022-02-02,Male,26-35
EMP00543,Sales,Lead,Full-time,2022-08-30,Non-binary,18-25
EMP00544,Sales,Manager,Full-time,2022-12-19,Non-binary,56+
EMP00545,Marketing,Junior,Full-time,2022-05-20,Male,26-35
EMP00546,Finance,Mid,Full-time,2021-08-13,Non-binary,26-35
EMP00547,Sales,Senior,Contract,2021-05-14,Female,18-25
EMP00548,HR,Lead,Part-time,2021-06-01,Female,56+
EMP00549,Legal,Senior,Full-time,2022-01-18,Female,18-25
EMP00550,Legal,Lead,Temporary,2021-06-11,Non-binary,26-35
EMP00551,Sales,Junior,Full-time,2022-12-26,Male,26-35
EMP00552,Marketing,Junior,Part-time,2022-12-07,Non-binary,56+
EMP00553,Finance,Junior,Full-time,2022-02-05,Non-binary,26-35
EMP00554,Operations,Manager,Full-time,2022-08-03,Non-binary,18-25
EMP00555,Sales,Junior,Contract,2021-12-22,Male,46-55
EMP00556,Sales,Mid,Full-time,2022-11-18,Male,36-45
EMP00557,Marketing,Lead,Part-time,2021-12-25,Male,26-35
EMP00558,HR,Manager,Full-time,2022-03-06,Female,26-35
EMP00559,Operations,Lead,Part-time,2022-01-20,Non-binary,36-45
EMP00560,IT,Junior,Full-time,2022-12-05,Male,26-35
EMP00561,Marketing,Manager,Full-time,2021-11-23,Male,46-55
EMP00562,Operations,Mid,Contract,2021-06-14,Male,26-35
EMP00563,Customer Service,Senior,Full-time,2022-09-21,Non-binary,26-35
EMP00564,HR,Junior,Full-time,2022-03-21,Male,26-35
EMP00565,Marketing,Senior,Full-time,2022-07-22,Male,18-25
EMP00566,Customer Service,Junior,Full-time,2022-08-09,Female,18-25
EMP00567,Customer Service,Junior,Full-time,2022-11-09,Male,36-45
EMP00568,Customer Service,Lead,Full-time,2021-03-25,Female,26-35
EMP00569,Marketing,Junior,Full-time,2022-11-08,Male,26-35
EMP00570,Sales,Junior,Full-time,2022-01-26,Female,26-35
EMP00571,Marketing,Senior,Full-time,2021-08-20,Non-binary,36-45
EMP00572,Sales,Lead,Full-time,2021-03-29,Non-binary,26-35
EMP00573,Legal,Lead,Full-time,2021-03-04,Non-binary,36-45
EMP00574,IT,Mid,Full-time,2022-05-02,Non-binary,18-25
EMP00575,HR,Junior,Part-time,2022-08-08,Male,56+
EMP00576,IT,Lead,Full-time,2021-06-21,Female,18-25
EMP00577,Legal,Junior,Part-time,2022-12-01,Male,46-55
EMP00578,Sales,Manager,Contract,2021-09-22,Male,18-25
EMP00579,Legal,Senior,Contract,2022-07-24,Non-binary,26-35
EMP00580,Legal,Junior,Full-time,2021-01-13,Non-binary,36-45
EMP00581,Operations,Senior,Full-time,2021-04-13,Female,46-55
EMP00582,Legal,Junior,Full-time,2021-12-19,Non-binary,36-45
EMP00583,HR,Junior,Full-time,2021-02-08,Non-binary,36-45
EMP00584,Finance,Mid,Contract,2022-02-16,Non-binary,26-35
EMP00585,Marketing,Manager,Full-time,2022-05-02,Female,26-35
EMP00586,Operations,Director,Full-time,2022-05-19,Female,56+
EMP00587,Sales,Junior,Full-time,2022-03-30,Non-binary,18-25
EMP00588,IT,Manager,Full-time,2022-03-29,Female,46-55
EMP00589,Finance,Mid,Full-time,2022-01-18,Female,36-45
EMP00590,HR,Lead,Full-time,2022-02-18,Non-binary,18-25
EMP00591,IT,Lead,Full-time,2021-07-17,Female,18-25
EMP00592,IT,Junior,Part-time,2022-01-05,Non-binary,26-35
EMP00593,Finance,Junior,Full-time,2021-05-07,Female,26-35
EMP00594,Sales,Mid,Part-time,2022-05-01,Female,36-45
EMP00595,Operations,Junior,Full-time,2022-12-07,Male,46-55
EMP00596,IT,Senior,Full-time,2021-08-08,Female,36-45
EMP00597,Finance,Lead,Temporary,2022-06-10,Non-binary,18-25
EMP00598,HR,Senior,Full-time,2021-05-16,Female,36-45
EMP00599,Marketing,Mid,Full-time,2021-11-09,Female,26-35
EMP00600,Customer Service,Mid,Full-time,2021-08-12,Non-binary,26-35
EMP00601,Finance,Mid,Full-time,2021-04-15,Female,36-45
EMP00602,Marketing,Junior,Full-time,2022-09-01,Male,26-35
EMP00603,Sales,Lead,Full-time,2021-10-11,Non-binary,56+
EMP00604,Marketing,Junior,Full-time,2022-10-30,Male,46-55
EMP00605,Legal,Senior,Full-time,2022-09-07,Non-binary,18-25
EMP00606,Marketing,Junior,Full-time,2022-05-25,Female,36-45
EMP00607,IT,Mid,Part-time,2022-08-21,Non-binary,36-45
EMP00608,Sales,Mid,Part-time,2022-05-03,Non-binary,46-55
EMP00609,Marketing,Junior,Full-time,2021-07-05,Female,36-45
EMP00610,HR,Manager,Contract,2022-07-27,Non-binary,18-25
EMP00611,IT,Senior,Full-time,2021-12-30,Female,26-35
EMP00612,Marketing,Mid,Full-time,2022-08-23,Male,46-55
EMP00613,Operations,Mid,Full-time,2022-08-21,Male,46-55
EMP00614,Marketing,Mid,Contract,2022-01-26,Male,18-25
EMP00615,Sales,Mid,Full-time,2021-07-25,Female,18-25
EMP00616,Operations,Mid,Full-time,2021-07-04,Male,26-35
EMP00617,Finance,Mid,Full-time,2021-03-01,Male,36-45
EMP00618,Customer Service,Lead,Part-time,2021-06-12,Male,36-45
EMP00619,Legal,Mid,Temporary,2022-10-11,Female,18-25
EMP00620,IT,Senior,Temporary,2022-07-01,Female,46-55
EMP00621,IT,Junior,Full-time,2022-06-28,Non-binary,26-35
EMP00622,Sales,Mid,Full-time,2022-12-12,Non-binary,36-45
EMP00623,Operations,Lead,Full-time,2021-06-21,Female,26-35
EMP00624,Sales,Mid,Full-time,2022-06-17,Male,26-35
EMP00625,Sales,Lead,Full-time,2022-05-17,Female,18-25
EMP00626,HR,Junior,Full-time,2021-08-18,Non-binary,26-35
EMP00627,Finance,Mid,Full-time,2022-01-11,Non-binary,36-45
EMP00628,Finance,Senior,Full-time,2022-09-01,Male,18-25
EMP00629,Legal,Mid,Full-time,2021-04-29,Female,26-35
EMP00630,IT,Senior,Full-time,2021-06-06,Female,26-35
EMP00631,Marketing,Senior,Part-time,2021-04-14,Female,46-55
EMP00632,Operations,Junior,Part-time,2021-04-18,Female,26-35
EMP00633,Marketing,Lead,Temporary,2021-07-24,Female,36-45
EMP00634,HR,Junior,Full-time,2021-10-30,Male,36-45
EMP00635,Sales,Junior,Full-time,2022-05-08,Male,56+
EMP00636,Customer Service,Junior,Full-time,2022-08-11,Non-binary,18-25
EMP00637,Marketing,Senior,Full-time,2021-04-14,Female,26-35
EMP00638,Operations,Lead,Contract,2021-02-21,Female,26-35
EMP00639,Sales,Mid,Full-time,2022-11-25,Male,18-25
EMP00640,HR,Mid,Contract,2021-05-22,Non-binary,26-35
EMP00641,Sales,Lead,Full-time,2021-04-06,Female,26-35
EMP00642,Marketing,Lead,Full-time,2022-04-13,Female,46-55
EMP00643,HR,Junior,Full-time,2022-10-27,Male,56+
EMP00644,Operations,Mid,Full-time,2021-06-13,Non-binary,36-45
EMP00645,Legal,Lead,Full-time,2021-07-05,Non-binary,46-55
EMP00646,Customer Service,Manager,Full-time,2021-05-14,Female,26-35
EMP00647,Marketing,Senior,Full-time,2021-03-06,Non-binary,36-45
EMP00648,IT,Director,Full-time,2022-08-14,Female,36-45
EMP00649,Operations,Mid,Part-time,2022-12-06,Female,26-35
EMP00650,Legal,Junior,Part-time,2022-11-24,Non-binary,18-25
EMP00651,HR,Mid,Full-time,2022-10-21,Female,46-55
EMP00652,Customer Service,Mid,Full-time,2021-03-18,Female,18-25
EMP00653,Legal,Mid,Full-time,2021-08-17,Female,26-35
EMP00654,Customer Service,Junior,Full-time,2022-08-10,Female,18-25
EMP00655,Finance,Junior,Full-time,2022-05-25,Non-binary,36-45
EMP00656,Marketing,Manager,Full-time,2021-04-04,Non-binary,36-45
EMP00657,Sales,Lead,Part-time,2021-12-16,Female,26-35
EMP00658,Customer Service,Senior,Full-time,2022-09-27,Female,18-25
EMP00659,IT,Junior,Full-time,2022-11-06,Non-binary,56+
EMP00660,Sales,Senior,Full-time,2021-10-26,Male,26-35
EMP00661,Operations,Junior,Full-time,2022-02-24,Male,56+
EMP00662,IT,Mid,Part-time,2022-02-07,Non-binary,26-35
EMP00663,Finance,Manager,Part-time,2022-03-01,Non-binary,18-25
EMP00664,Customer Service,Senior,Temporary,2022-04-07,Male,56+
EMP00665,Finance,Senior,Full-time,2021-01-05,Non-binary,26-35
EMP00666,HR,Senior,Full-time,2022-06-05,Male,18-25
EMP00667,Sales,Mid,Full-time,2022-11-05,Non-binary,56+
EMP00668,Marketing,Mid,Full-time,2021-09-12,Female,26-35
EMP00669,HR,Mid,Part-time,2021-05-17,Non-binary,36-45
EMP00670,Sales,Senior,Contract,2022-12-20,Non-binary,26-35
EMP00671,Marketing,Senior,Contract,2021-08-03,Male,56+
EMP00672,HR,Mid,Full-time,2022-10-28,Female,36-45
EMP00673,Customer Service,Senior,Contract,2021-12-27,Non-binary,26-35
EMP00674,Marketing,Manager,Full-time,2022-07-01,Male,36-45
EMP00675,Legal,Junior,Full-time,2021-01-26,Male,26-35
EMP00676,Marketing,Senior,Full-time,2021-06-14,Male,36-45
EMP00677,IT,Lead,Full-time,2021-10-30,Female,18-25
EMP00678,IT,Senior,Full-time,2022-11-23,Male,36-45
EMP00679,Marketing,Senior,Full-time,2022-12-14,Female,26-35
EMP00680,Sales,Manager,Full-time,2022-12-03,Non-binary,26-35
EMP00681,Customer Service,Lead,Contract,2022-09-28,Non-binary,36-45
EMP00682,IT,Lead,Temporary,2022-01-12,Female,26-35
EMP00683,Operations,Junior,Full-time,2022-12-01,Non-binary,18-25
EMP00684,Legal,Junior,Full-time,2021-02-11,Male,36-45
EMP00685,Finance,Mid,Part-time,2021-09-19,Male,18-25
EMP00686,Finance,Lead,Full-time,2021-11-27,Non-binary,26-35
EMP00687,Sales,Junior,Part-time,2022-08-10,Non-binary,26-35
EMP00688,Operations,Lead,Full-time,2021-07-08,Non-binary,36-45
EMP00689,Sales,Junior,Full-time,2021-04-05,Female,26-35
EMP00690,IT,Manager,Full-time,2021-10-28,Female,56+
EMP00691,Finance,Junior,Full-time,2022-10-27,Male,56+
EMP00692,IT,Manager,Full-time,2022-09-21,Female,26-35
EMP00693,Legal,Junior,Part-time,2021-04-27,Male,56+
EMP00694,Customer Service,Mid,Full-time,2022-01-19,Non-binary,26-35
EMP00695,Operations,Manager,Full-time,2022-06-11,Non-binary,36-45
EMP00696,Operations,Junior,Full-time,2022-10-04,Male,46-55
EMP00697,Operations,Junior,Part-time,2022-03-11,Non-binary,46-55
EMP00698,Operations,Senior,Full-time,2022-10-25,Female,36-45
EMP00699,Operations,Junior,Full-time,2021-02-08,Female,36-45
EMP00700,IT,Manager,Full-time,2022-08-12,Female,36-45
EMP00701,Sales,Junior,Full-time,2022-03-20,Non-binary,18-25
EMP00702,Operations,Lead,Full-time,2022-09-26,Non-binary,46-55
EMP00703,Operations,Junior,Full-time,2022-01-02,Non-binary,18-25
EMP00704,Legal,Mid,Full-time,2022-03-25,Female,26-35
EMP00705,HR,Senior,Part-time,2021-08-14,Non-binary,26-35
EMP00706,HR,Junior,Contract,2022-10-12,Non-binary,36-45
EMP00707,HR,Junior,Full-time,2021-01-12,Non-binary,26-35
EMP00708,Operations,Mid,Part-time,2022-07-15,Non-binary,26-35
EMP00709,HR,Junior,Full-time,2022-02-27,Female,26-35
EMP00710,Finance,Lead,Contract,2021-07-05,Non-binary,26-35
EMP00711,Operations,Junior,Full-time,2022-07-17,Male,26-35
EMP00712,Customer Service,Manager,Full-time,2022-08-18,Non-binary,36-45
EMP00713,Marketing,Senior,Contract,2021-04-13,Female,26-35
EMP00714,Marketing,Senior,Full-time,2021-12-03,Non-binary,26-35
EMP00715,Legal,Junior,Full-time,2021-11-20,Male,36-45
EMP00716,Legal,Junior,Full-time,2022-10-19,Non-binary,36-45
EMP00717,Customer Service,Mid,Part-time,2022-05-07,Female,36-45
EMP00718,Operations,Lead,Contract,2021-06-29,Male,46-55
EMP00719,Marketing,Senior,Full-time,2021-07-21,Non-binary,18-25
EMP00720,Finance,Lead,Full-time,2021-01-20,Non-binary,26-35
EMP00721,Marketing,Mid,Temporary,2021-02-07,Female,36-45
EMP00722,Sales,Mid,Contract,2021-06-02,Non-binary,36-45
EMP00723,HR,Mid,Full-time,2021-10-25,Female,26-35
EMP00724,IT,Lead,Part-time,2021-01-11,Non-binary,36-45
EMP00725,HR,Mid,Full-time,2022-06-11,Non-binary,36-45
EMP00726,Customer Service,Manager,Full-time,2021-05-30,Female,26-35
EMP00727,Sales,Junior,Full-time,2021-09-28,Non-binary,56+
EMP00728,Legal,Mid,Full-time,2022-01-05,Male,18-25
EMP00729,Sales,Junior,Temporary,2022-10-27,Non-binary,46-55
EMP00730,HR,Mid,Full-time,2021-09-27,Non-binary,36-45
EMP00731,Marketing,Mid,Contract,2021-03-21,Non-binary,26-35
EMP00732,Customer Service,Lead,Contract,2021-12-20,Male,36-45
EMP00733,Customer Service,Junior,Full-time,2021-05-23,Non-binary,26-35
EMP00734,HR,Junior,Full-time,2021-06-03,Male,36-45
EMP00735,Sales,Senior,Full-time,2022-03-01,Female,26-35
EMP00736,HR,Senior,Full-time,2022-08-28,Male,18-25
EMP00737,HR,Junior,Full-time,2022-08-11,Non-binary,18-25
EMP00738,Marketing,Manager,Full-time,2021-06-20,Female,36-45
EMP00739,Finance,Manager,Part-time,2022-08-01,Female,56+
EMP00740,Customer Service,Senior,Full-time,2021-08-10,Female,26-35
EMP00741,HR,Lead,Part-time,2022-02-25,Male,36-45
EMP00742,Marketing,Junior,Full-time,2022-06-08,Female,36-45
EMP00743,IT,Mid,Full-time,2021-03-12,Male,26-35
EMP00744,Legal,Lead,Full-time,2022-06-01,Male,26-35
EMP00745,Finance,Manager,Full-time,2022-09-22,Male,18-25
EMP00746,HR,Manager,Full-time,2022-11-07,Male,46-55
EMP00747,Legal,Mid,Full-time,2022-11-26,Male,36-45
EMP00748,IT,Manager,Full-time,2022-03-16,Female,26-35
EMP00749,Operations,Mid,Full-time,2022-12-15,Male,56+
EMP00750,Marketing,Senior,Full-time,2021-03-27,Female,26-35
EMP00751,Finance,Senior,Full-time,2022-12-28,Male,26-35
EMP00752,Sales,Mid,Full-time,2021-07-30,Female,36-45
EMP00753,Marketing,Lead,Full-time,2021-09-17,Female,36-45
EMP00754,Legal,Lead,Full-time,2022-11-28,Non-binary,26-35
EMP00755,Customer Service,Junior,Full-time,2022-01-15,Female,46-55
EMP00756,HR,Lead,Full-time,2022-02-12,Non-binary,26-35
EMP00757,HR,Junior,Full-time,2022-12-18,Female,46-55
EMP00758,Finance,Junior,Temporary,2022-09-21,Male,46-55
EMP00759,Customer Service,Manager,Full-time,2021-05-29,Male,26-35
EMP00760,Operations,Senior,Part-time,2022-01-15,Female,36-45
EMP00761,Marketing,Senior,Full-time,2022-06-18,Male,36-45
EMP00762,Finance,Junior,Full-time,2022-03-26,Non-binary,26-35
EMP00763,IT,Senior,Full-time,2021-02-04,Female,26-35
EMP00764,HR,Junior,Full-time,2021-01-01,Female,26-35
EMP00765,Legal,Senior,Full-time,2022-02-09,Non-binary,36-45
EMP00766,Marketing,Senior,Full-time,2021-04-03,Non-binary,26-35
EMP00767,IT,Senior,Full-time,2021-10-11,Female,36-45
EMP00768,HR,Mid,Full-time,2021-09-25,Male,36-45
EMP00769,Operations,Lead,Temporary,2021-12-15,Non-binary,46-55
EMP00770,Marketing,Senior,Temporary,2022-08-12,Non-binary,26-35
EMP00771,Sales,Manager,Full-time,2021-09-07,Female,46-55
EMP00772,Customer Service,Junior,Full-time,2021-01-29,Non-binary,46-55
EMP00773,IT,Lead,Full-time,2021-08-14,Female,36-45
EMP00774,Marketing,Junior,Full-time,2021-01-10,Non-binary,36-45
EMP00775,Operations,Senior,Full-time,2021-12-17,Female,26-35
EMP00776,Marketing,Junior,Part-time,2022-08-11,Male,26-35
EMP00777,IT,Senior,Contract,2021-07-24,Male,26-35
EMP00778,Sales,Junior,Full-time,2021-09-13,Male,36-45
EMP00779,Customer Service,Senior,Part-time,2022-11-11,Non-binary,56+
EMP00780,Sales,Senior,Full-time,2022-05-09,Non-binary,46-55
EMP00781,HR,Director,Contract,2022-05-18,Female,26-35
EMP00782,HR,Junior,Part-time,2022-08-14,Female,56+
EMP00783,Sales,Mid,Full-time,2021-02-03,Male,26-35
EMP00784,Customer Service,Mid,Full-time,2021-05-04,Non-binary,26-35
EMP00785,Operations,Mid,Full-time,2022-08-18,Female,26-35
EMP00786,IT,Junior,Temporary,2021-09-27,Female,26-35
EMP00787,Legal,Junior,Part-time,2022-05-26,Female,26-35
EMP00788,Marketing,Mid,Full-time,2022-02-15,Non-binary,36-45
EMP00789,Marketing,Lead,Full-time,2021-04-13,Female,26-35
EMP00790,Customer Service,Lead,Full-time,2021-06-03,Female,18-25
EMP00791,Sales,Lead,Full-time,2022-10-08,Non-binary,46-55
EMP00792,Legal,Junior,Full-time,2021-02-18,Male,46-55
EMP00793,Operations,Mid,Full-time,2022-05-03,Female,26-35
EMP00794,Marketing,Mid,Full-time,2022-07-25,Female,46-55
EMP00795,IT,Senior,Full-time,2022-09-13,Non-binary,26-35
EMP00796,Sales,Mid,Full-time,2021-10-19,Non-binary,26-35
EMP00797,Legal,Senior,Full-time,2021-03-22,Male,46-55
EMP00798,Sales,Mid,Full-time,2022-10-18,Female,46-55
EMP00799,Operations,Junior,Full-time,2021-03-15,Female,36-45
EMP00800,Marketing,Senior,Full-time,2022-12-29,Female,46-55
EMP00801,Customer Service,Mid,Full-time,2022-01-07,Male,18-25
EMP00802,Marketing,Manager,Part-time,2021-08-29,Male,26-35
EMP00803,Operations,Junior,Contract,2022-02-11,Female,36-45
EMP00804,Legal,Mid,Temporary,2021-01-27,Male,26-35
EMP00805,Operations,Senior,Contract,2021-06-09,Female,26-35
EMP00806,Customer Service,Senior,Full-time,2021-10-18,Male,18-25
EMP00807,Sales,Lead,Full-time,2022-11-11,Female,26-35
EMP00808,Marketing,Mid,Full-time,2022-07-08,Non-binary,36-45
EMP00809,Customer Service,Senior,Full-time,2022-08-29,Non-binary,26-35
EMP00810,Marketing,Manager,Full-time,2022-10-18,Male,46-55
EMP00811,Marketing,Mid,Full-time,2022-03-29,Female,18-25
EMP00812,HR,Mid,Full-time,2022-06-20,Male,36-45
EMP00813,Customer Service,Junior,Part-time,2022-05-19,Female,36-45
EMP00814,Sales,Junior,Contract,2021-01-08,Female,26-35
EMP00815,Legal,Lead,Full-time,2021-06-17,Male,26-35
EMP00816,Marketing,Junior,Part-time,2021-09-03,Female,26-35
EMP00817,HR,Junior,Full-time,2021-03-12,Female,36-45
EMP00818,Customer Service,Junior,Full-time,2021-10-06,Male,56+
EMP00819,HR,Director,Full-time,2021-01-23,Male,36-45
EMP00820,IT,Junior,Full-time,2021-01-09,Male,26-35
EMP00821,Customer Service,Director,Full-time,2021-11-16,Male,26-35
